監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,9441,ベルパーク,【100株】クオカード1000円相当,950,30.0,0.32,,,max逆日歩:86.0,2026-12
False,,9449,ＧＭＯインターネットグループ,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与 【注：継続保有制限】,,40.0,0.0,,,max逆日歩:0.0,2026-12
False,,9543,静岡ガス,【300株】静岡県特産品等1000円相当,1000,37,0.3,26000,,max逆日歩:4.0,2026-12
False,,9631,東急レクリエーション,【200株】【2023廃止】株主優待ポイント18ポイント,,,0.0,,,,2026-12
False,,9656,グリーンランドリゾート,【100株】遊園地等無料入場券 2枚,700,6.0,1.17,,,注意喚起:申込停止 / max逆日歩:8,2026-12
False,,9672,東京都競馬,【100株】東京サマーランド株主招待券2枚 及び 大井競馬場株主優待証1枚など,3200,60,0.66,20000,,max逆日歩:10.0,2026-12
False,,9704,アゴーラ　ホスピタリティー　グループ,【1000株】宿泊ご優待券,5,3.0,0.02,,,,2026-12
False,,9722,藤田観光,【100株】グループ施設優待券1000円,1000,129,0.36,11000,,max逆日歩:8.0,2026-12
False,,9731,白洋舍,【100株】クオカード500円相当,475,34.0,0.14,,,,2026-12
False,,9755,応用地質,【200株】プレミアム優待クラブ2000ポイント,1200,57.0,0.21,,,max逆日歩:9.0,2026-12
False,,9757,船井総研ホールディングス,【100株】クオカード 500円相当,500,23,0.2,41000,,max逆日歩:5.0,2026-12
False,,9827,リリカラ,【1000株】【2023廃止】クオカード500円相当,475,63.0,0.07,,,,2026-12
False,,9973,ＫＯＺＯホールディングス,【100株】優待券500円相当,50,0.0,2.5,,,,2026-12
