監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,4362,日本精化,自Ｇ商品,3000,127,0.2,0,,max逆日歩:3.0,2027-03
False,,4365,松本油脂製薬,【100株】うどんだし10缶セット【注：継続保有制限】,500,250,0.02,,,,2027-03
False,,4366,ダイトーケミックス,【1000株】【2027変更あり】図書カードＮＥＸＴ3000円相当,2700,46.0,0.59,,,,2027-03
False,,4374,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,【200株】デジタルギフト2000円相当,1940,,0.0,,,,2027-03
False,,4386,ＳＩＧグループ,【300株】【2027より保有制限】クオカード3000円相当,2850,27.0,1.07,,,max逆日歩:1.0,2027-03
False,,4387,ＺＵＵ,【700株】プレミアム優待クラブ20000ポイント,12000,39.0,3.04,,,,2027-03
False,,4409,東邦化学工業,【100株】クオカード1000円相当【注：継続保有制限】,950,,0.0,,,,2027-03
False,,4417,グローバルセキュリティエキスパート,【200株】デジタルギフト2000円相当などから選択【注：継続保有制限】,1940,112.0,0.17,,,,2027-03
False,,4436,ミンカブ・ジ・インフォノイド,【500株】Kabutanプレミアム 無料利用クーポン1か月分,,25,0.0,,,注意喚起:申込停止 / max逆日歩:3.0,2027-03
False,,4442,バルテス・ホールディングス,【500株】クオカード7500円相当【注：継続保有制限】,7125,20.0,3.51,,,注意喚起:注意喚起 / max逆日歩:1.0,2027-03
False,,4444,インフォネット,【300株】デジタルギフト6500円相当【注：継続保有制限】,6305,29.0,2.21,,,,2027-03
False,,4445,リビン・テクノロジーズ,【200株】デジタルギフト7500円相当,7275,40.0,1.84,,,,2027-03
False,,4461,第一工業製薬,Ｐ倶楽部,1000,81,0.1,300,,max逆日歩:5.0,2027-03
False,,4462,石原ケミカル,QUO等,500,25,0.2,100,,max逆日歩:3.0,2027-03
False,,4484,ランサーズ,【500株】【2027より継続保有制限】デジタルギフト4000円相当,3880,15,2.59,,,,2027-03
False,,4524,森下仁丹,【100株】健康食品など3500円相当,1400,22.0,0.62,,,注意喚起:申込停止,2027-03
False,,4526,理研ビタミン,自社商品,1000,29,0.3,0,,max逆日歩:5.0,2027-03
False,,4527,ロート製薬,ﾎﾟｲﾝﾄ等,2000,24,0.8,700,,max逆日歩:2.0,2027-03
False,,4538,扶桑薬品工業,Ｐ倶楽部,4000,96,0.4,0,,max逆日歩:7.0,2027-03
False,,4539,日本ケミファ,【1株】ヘルスケア商品特別優待販売,,0.0,0.0,,,,2027-03
False,,4543,テルモ,【100株】自社オリジナルカレンダー【注：継続保有制限】,,23.0,0.0,,,max逆日歩:0.0,2027-03
False,,4549,栄研化学,【500株】QUOカードPay 2000円【注：継続保有制限】,1900,118.0,0.16,,,max逆日歩:2,2027-03
False,,4559,ゼリア新薬,自Ｇ製品,1300,22,0.64,500,,max逆日歩:3.0,2027-03
False,,4611,大日本塗料,【100株】クオカード 1000円相当【注：継続保有制限】,950,16,0.59,,,max逆日歩:4.0,2027-03
False,,4624,イサム塗料,【100株】クオカード 2000円相当,1900,,0.0,,,,2027-03
False,,4625,アトミクス,【1000株】クオカード 3000円相当【注：継続保有制限】,2850,,0.0,,,,2027-03
False,,4628,エスケー化研,【100株】優待ポイント5000ポイント（クオカード選択可）,4750,100,0.47,,,,2027-03
False,,4635,東京インキ,【100株】優待品 1000円相当,400,21.0,0.19,,,,2027-03
False,,4650,ＳＤエンターテイメント,【100株】ＲＩＺＡＰグループ商品7000円相当など,2800,3.0,10.41,,,,2027-03
False,,4661,オリランド,パスポト,7100,135,0.46,13000,,max逆日歩:2,2027-03
False,,4665,ダスキン,優待券,1000,43,0.2,500,,max逆日歩:8.0,2027-03
False,,4667,アイサンテクノロジー,【300株】選べるe-GIFT 500円相当【注：継続保有制限】,485,,0.0,,,,2027-03
False,,4676,フジ・メディ,QUO等,1000,41,0.2,200,,max逆日歩:4.0,2027-03
False,,4678,秀英予備校,【100株】クオカード500円相当,475,3.0,1.42,,,max逆日歩:3.0,2027-03
False,,4679,田谷,【100株】【2026特別】クオカード1000円 及び 優待券 3300円相当,530,,0.0,,,,2027-03
False,,4680,ラウンドワン,割引券,500,9,0.6,1500,,max逆日歩:0.0,2027-03
False,,4681,リゾートトラ,電子チケ,3500,38,0.98,9200,,max逆日歩:4.0,2027-03
False,,4691,ワシントンホテル,【100株】ワシントンホテルプラザなど割引優待券（20%割引）,200,20.0,0.1,,,,2027-03
False,,4694,Ｂ・Ｍ・Ｌ,QUO,1500,42,0.4,2300,,max逆日歩:7.0,2027-03
False,,4718,早稲田アカデ,電子マネ,1000,21,0.5,0,,max逆日歩:36,2027-03
False,,4720,城南進学研究社,【100株】【2027より保有制限】クオカード1000円分,950,2.0,3.89,,,,2027-03
False,,4732,Ｕ・Ｓ・Ｓ,QUO,500,17,0.3,900,,max逆日歩:4.0,2027-03
False,,4733,オービック,QUO,3000,62,0.5,4600,,,2027-03
False,,4754,トスネット,【1000株】ブルーベリージャム2500円相当,1000,,0.0,,,,2027-03
False,,4762,エックスネット,【200株】クオカード500円相当,475,44.0,0.11,,,,2027-03
False,,4765,SBIグロ,XRP等,2000,6,3.16,15000,,max逆日歩:2.0,2027-03
False,,4792,山田コンサルティンググループ,【100株】自社出版物から選択1500円相当,600,18.0,0.33,,,注意喚起:注意喚起,2027-03
False,,4801,セントラル,優待券,3000,24,1.25,0,,,2027-03
False,,4816,東映アニメ,QUO,1200,27,0.5,2200,,max逆日歩:0.0,2027-03
False,,4820,イーエムシステムズ,【100株】ヘルスケア関連ギフト1000円相当【注：継続保有制限】,600,12.0,0.5,,,,2027-03
False,,4837,シダックス,【100株】20％割引券,,,0.0,,,max逆日歩:4,2027-03
False,,4838,スペースシャワーＳＫＩＹＡＫＩホールディ,【100株】デジタルギフト500円相当,485,7.0,0.68,,,,2027-03
False,,4901,富士フイルムホールディングス,【100株】自社グループヘルスケア商品優待割引販売,5,33.0,0.0,,,,2027-03
False,,4923,コタ,【100株】【2026のみ】コタクチュール ベースYライン,2000,12.0,1.63,,,max逆日歩:24,2027-03
False,,4925,ハーバー研究所,【100株】割引券 10000円相当,3000,17.0,1.74,,,注意喚起:申込停止 / max逆日歩:15.0,2027-03
False,,4926,シーボン,【100株】化粧品セット8000円相当【注：継続保有制限】,3200,12.0,2.56,,,,2027-03
False,,4929,アジュバンホールディングス,【100株】シャンプーなど 5000円相当,2000,7.0,2.7,,,max逆日歩:58.0,2027-03
False,,4951,エステー,自社製品,1000,15,0.7,100,,max逆日歩:4.0,2027-03
False,,4970,東洋合成工業,【500株】千葉県・淡路島特産品3000円相当,1500,474,0.03,,,,2027-03
False,,4977,新田ゼラチン,【100株】コラゲネイド150g×1袋,1200,12.0,1.01,,,max逆日歩:0.0,2027-03
False,,4990,昭和化学工業,【1000株】地域特産品 2500円相当,1000,52,0.19,,,,2027-03
False,,4994,大成ラミックグループ,【100株】食品詰め合わせ5000円相当【注：継続保有制限】,2500,28,0.89,,,max逆日歩:5.0,2027-03
False,,4998,フマキラー,【100株】殺虫剤など 1000円相当,400,12.0,0.34,,,max逆日歩:2.0,2027-03
False,,4999,セメダイン,【100株】自社商品優待カタログ 500円相当,200,,0.0,,,,2027-03
False,,5036,日本ビジネス,Ｐ倶楽部,1500,62,0.2,,,,2027-03
False,,5121,藤倉コンポ,割引券等,150,25,0.05,0,,max逆日歩:0.0,2027-03
False,,5138,Ｒｅｂａｓｅ,"【200株】インスタベースポイント 5,000ポイント",5000,9.0,5.49,,,,2027-03
False,,5142,アキレス,割引購入,,14,0.0,0,,max逆日歩:2.0,2027-03
False,,5161,西川ゴム工業,【100株】クオカード1000円相当,950,36.0,0.27,,,,2027-03
False,,5186,ニッタ,自Ｇ製品,1200,90,0.1,,,max逆日歩:7.0,2027-03
False,,5204,石塚硝子,【100株】クオカード 1000円相当,950,31.0,0.31,,,max逆日歩:10.0,2027-03
False,,5210,日本山村硝子,【300株】グループ関連商品3000円相当【注：継続保有制限】,1200,87.0,0.14,,,,2027-03
False,,5252,日本ナレッジ,【100株】【2026記念】クオカード1000円相当,950,9.0,1.01,,,,2027-03
False,,5261,リソルホールディングス,【100株】RESOLファミリー 商品券 20000円相当,6500,77.0,0.85,,,,2027-03
False,,5262,日本ヒューム,Ｐ倶楽部,1500,69,0.2,0,,注意喚起:申込停止 / max逆日歩:2.0,2027-03
False,,5269,日本コンクリ,QUO,2000,26,0.8,0,,max逆日歩:3.0,2027-03
False,,5273,三谷セキサン,QUO,2000,73,0.3,100,,max逆日歩:7.0,2027-03
False,,5285,ヤマックス,【500株】【抽選】工場見学会,,67,0.0,,,,2027-03
False,,5290,ベルテクスコーポレーション,【300株】プレミアム優待クラブ3000ポイント,1800,37.0,0.48,,,max逆日歩:4.0,2027-03
False,,5331,ノリタケ,25%引,20,65,0.01,100,,max逆日歩:0.0,2027-03
False,,5332,ＴＯＴＯ,商品選択,400,56,0.07,1900,,max逆日歩:0.0,2027-03
False,,5343,ニッコー,【1000株】オンラインショップ専用株主優待クーポン10000円分【注：継続保有制限】,10000,,0.0,,,,2027-03
False,,5344,ＭＡＲＵＷＡ,【100株】MARUWAChristmasConcertご招待など,,543.0,0.0,,,max逆日歩:6.0,2027-03
False,,5355,日本坩堝,【100株】クオカード 1000円相当【注：継続保有制限】,950,,0.0,,,,2027-03
False,,5363,東京窯業,【1000株】クオカード 1000円相当,950,69.0,0.14,,,max逆日歩:0.0,2027-03
False,,5401,日本製鉄,【1000株】【抽選】自社工場見学など,,70.0,0.0,,,max逆日歩:5.0,2027-03
False,,5411,ＪＦＥホールディングス,【100株】【抽選】工場見学会,,19.0,0.0,,,max逆日歩:2.0,2027-03
False,,5440,共英製鋼,QUO,1000,24,0.4,5600,,max逆日歩:9.0,2027-03
False,,5445,東京鐵鋼,QUO,2000,65,0.3,0,,,2027-03
False,,5446,北越メタル,【100株】クオカード1000円相当,950,11.0,0.87,,,,2027-03
False,,5449,大阪製鐵,QUO,1000,27,0.4,0,,max逆日歩:0.0,2027-03
False,,5451,ヨドコウ,カタログ,3000,75,0.4,800,,max逆日歩:9.0,2027-03
False,,5463,丸一鋼管,おこめ券,1320,44,0.3,900,,max逆日歩:10.0,2027-03
False,,5535,ミガロホールディングス,"【500株】【2026のみ】デジタルギフト10,000円相当",9700,15.0,6.64,,,,2027-03
False,,5589,オートサーバー,【100株】クオカード5000円相当,4750,29.0,1.66,,,,2027-03
False,,5659,日本精線,QUO,1000,13,0.8,0,,max逆日歩:15.0,2027-03
False,,5721,エス・サイエンス,【100株】ビットコイン（抽選）,,,0.0,,,,2027-03
False,,5729,日本精鉱,【100株】クオカード1000円相当【注：継続保有制限】,950,17.0,0.58,,,,2027-03
False,,5757,ＣＫサンエツ,米+水,1000,43,0.2,0,,,2027-03
False,,5820,三ッ星,【100株】クオカード1000円相当,950,9.0,1.05,,,,2027-03
False,,5830,いよぎんホールディングス,【1000株】地元特産品5000円相当 もしくは 優待定期預金【注：継続保有制限】,3000,384.0,0.08,,,max逆日歩:0.0,2027-03
False,,5832,ちゅうぎんフィナンシャルグループ,"【500株】岡山県特産品カタログギフト等5,000円相当【注：継続保有制限】",3000,182.0,0.17,,,,2027-03
False,,5834,ＳＢＩリーシングサービス,"【100株】暗号資産ＸＲＰを2,000円相当受け取れるクーポンコード券",1600,28.0,0.57,,,,2027-03
False,,5838,楽天銀行,【100株】円定期預金の金利優遇など,,62.0,0.0,,,max逆日歩:0.0,2027-03
False,,5844,京都フィナ,ﾎﾟｲﾝﾄ等,4000,219,0.2,0,,,2027-03
False,,5852,アーレスティ,【500株】プレミアム優待クラブ3000ポイント,1800,34.0,0.54,,,max逆日歩:2.0,2027-03
False,,5902,ホッカンホールディングス,"【100株】缶詰詰合せ3,000円相当【注：継続保有制限】",1500,28.0,0.54,,,max逆日歩:4.0,2027-03
False,,5906,エムケー精工,【100株】QUOカードPay 500円,475,8.0,0.61,,,,2027-03
False,,5909,コロナ,QUO,500,10,0.5,0,,,2027-03
False,,5911,横河ブリッジホールディングス,【1000株】クオカード 1000円相当,950,304,0.03,,,max逆日歩:0.0,2027-03
False,,5923,高田機工,【300株】クオカード 2000円相当,1900,36.0,0.53,,,注意喚起:申込停止,2027-03
False,,5929,三和,QUO,500,37,0.1,3100,,max逆日歩:2.0,2027-03
False,,5930,文化シヤッタ,QUO,1000,20,0.5,0,,注意喚起:申込停止 / max逆日歩:1.0,2027-03
False,,5933,アルインコ,Ｖギフカ,1000,53,0.2,,,注意喚起:注意 / max逆日歩:4.0,2027-03
False,,5935,元旦ビューティ工業,【100株】無料診断・点検,,,0.0,,,,2027-03
False,,5939,大谷工業,【100株】選択ギフト 2500円相当,1000,46.0,0.22,,,,2027-03
False,,5941,中西製作所,【100株】マックカード1000円相当,1000,27.0,0.37,,,max逆日歩:6.0,2027-03
False,,5949,ユニプレス,QUO等,1000,40,0.3,4100,,max逆日歩:3.0,2027-03
False,,5952,アマテイ,【1000株】クオカード3000円相当【注：継続保有制限】,2850,19.0,1.49,,,,2027-03
False,,5955,ワイズホールディングス,【5000株】プレミアム優待クラブ3000円相当,1800,41,0.44,,,max逆日歩:0.0,2027-03
False,,5956,トーソー,【100株】図書カード1000円相当【注：継続保有制限】,900,6.0,1.55,,,max逆日歩:1.0,2027-03
False,,5969,ロブテックス,【100株】クオカード1000円相当,950,,0.0,,,,2027-03
False,,5970,ジーテクト,【500株】クオカード3000円相当【注：継続保有制限】,2850,114.0,0.25,,,max逆日歩:0.0,2027-03
False,,5976,高周波熱錬,【100株】クオカード 1000円相当【注：継続保有制限】,950,15.0,0.64,,,max逆日歩:2.0,2027-03
False,,5988,パイオラックス,【100株】クオカード500円相当【注：継続保有制限】,475,17.0,0.28,,,max逆日歩:8.0,2027-03
False,,5989,エイチワン,QUO,1000,37,0.3,1700,,max逆日歩:0.0,2027-03
False,,6045,レントラックス,【100株】デジタルギフト5000円相当【注：継続保有制限】,4000,21.0,1.91,,,注意喚起:注意喚起 / max逆日歩:29.0,2027-03
False,,6046,リンクバル,"【1000株】【2027より保有制限】デジタルギフト®5,000円分",4850,16.0,3.11,,,注意喚起:申込停止 / max逆日歩:0.0,2027-03
False,,6059,ウチヤマホールディングス,【1000株】プレミアム優待クラブ6000ポイント,3600,37.0,0.97,,,max逆日歩:12,2027-03
False,,6073,アサンテ,Ｊギフカ,1000,16,0.6,0,,注意喚起:申込停止 / max逆日歩:5.0,2027-03
False,,6082,ライドオン,優待券,2500,10,2.4,0,,,2027-03
False,,6087,アビスト,【100株】水素水 1か月分（30本）,5040,36.0,1.42,,,,2027-03
False,,6089,ウィルＧ,電マネ等,5000,37,1.4,0,,max逆日歩:21.0,2027-03
False,,6096,レアジョブ,【100株】「レアジョブ英会話」株主優待券10000円分など,10000,,0.0,,,max逆日歩:8.0,2027-03
False,,6140,旭ダイヤモンド工業,【300株】ジュエリー公式 オンラインショップクーポン3000円【注：継続保有制限】,3000,33.0,0.9,,,max逆日歩:1.0,2027-03
False,,6144,西部電機,【100株】クオカード1000円相当,950,28.0,0.34,,,注意喚起:申込停止,2027-03
False,,6157,日進工具,【100株】クオカード2000円相当【注：継続保有制限】,1900,8.0,2.32,,,max逆日歩:2.0,2027-03
False,,6185,ＳＭＮ,"【1000株】プレミアム優待クラブ8,000ポイント",4800,36.0,1.32,,,max逆日歩:0.0,2027-03
False,,6186,一蔵,【100株】和装事業及びウエディング事業等における優待サービス,10,4.0,0.03,,,,2027-03
False,,6189,グローバルキッズＣＯＭＰＡＮＹ,"【500株】giftee Box®10,000ポイント【注：継続保有制限】",9700,50.0,1.92,,,注意喚起:注意喚起 / max逆日歩:4.0,2027-03
False,,6193,バーチャレクス・ホールディングス,【200株】クオカード5000円相当,4750,24.0,2.01,,,,2027-03
False,,6210,東洋機械金属,【500株】カタログギフト 1000円相当,600,,0.0,,,max逆日歩:2.0,2027-03
False,,6218,エンシュウ,【500株】クオカード1000円相当【注：継続保有制限】,950,33,0.29,,,,2027-03
False,,6222,島精機,自扱商品,3,9,0.0,1600,,注意喚起:注意喚起 / max逆日歩:2.0,2027-03
False,,6238,フリュー,Ｐ倶楽部,5000,64,0.8,0,,max逆日歩:5.0,2027-03
False,,6240,ヤマシンＦ,マスク,475,10,0.45,200,,max逆日歩:1.0,2027-03
False,,6247,日阪製作所,QUO,1000,48,0.2,300,,max逆日歩:2.0,2027-03
False,,6249,ゲームカードホールディングス,【100株】オリジナルカタログギフト 2500円相当,1500,29.0,0.52,,,,2027-03
False,,6258,平田機工,QUO,1000,25,0.4,1900,,max逆日歩:0.0,2027-03
False,,6262,PEGASUS,カタログ,2000,39,0.5,,,注意喚起:申込停止 / max逆日歩:1,2027-03
False,,6282,オイレス工業,Ｐ倶楽部,5000,74,0.7,0,,max逆日歩:7.0,2027-03
False,,6286,靜甲,【100株】クオカード3000円相当,2850,15.0,1.87,,,,2027-03
False,,6293,日精樹脂工業,【100株】射出成形機プラモデルキット,400,,0.0,,,max逆日歩:20.0,2027-03
False,,6294,オカダアイヨン,【900株】プレミアム優待クラブ 20000ポイント,12000,176.0,0.68,,,max逆日歩:19.0,2027-03
False,,6301,小松製作所,【300株】オリジナルミニチュアなど【注：継続保有制限】,2000,212.0,0.09,,,max逆日歩:4.0,2027-03
False,,6306,日工,【100株】株主優待品交換ポイント1000ポイント【注：継続保有制限】,400,10.0,0.39,,,,2027-03
False,,6332,月島,米2kg,800,143,0.06,800,,max逆日歩:0.0,2027-03
False,,6333,帝国電機,QUO,1000,30,0.3,100,,max逆日歩:5.0,2027-03
False,,6364,ＡＩＲＭＡＮ,QUO,1000,20,0.5,400,,max逆日歩:3.0,2027-03
False,,6365,電業社機械製作所,【100株】静岡茶1500円相当,750,,0.0,,,,2027-03
False,,6370,栗田工業,QUO,2000,77,0.3,100,,max逆日歩:1.0,2027-03
False,,6371,椿本チエイン,Ｐ倶楽部,5000,119,0.4,77000,,max逆日歩:13.0,2027-03
False,,6379,レイズネク,Ｐ倶楽部,1500,93,0.2,100,,max逆日歩:13.0,2027-03
False,,6405,鈴茂器工,【100株】ジェフグルメカード500円分,485,12.0,0.39,,,,2027-03
False,,6407,ＣＫＤ,【100株】giftee Box 500円分【注：継続保有制限】,485,49.0,0.1,,,max逆日歩:2.0,2027-03
False,,6412,平和,優待券,2000,39,0.5,4500,,max逆日歩:6.0,2027-03
False,,6417,ＳＡＮＫＹＯ,優待券,5000,100,0.5,5500,,max逆日歩:9.0,2027-03
False,,6419,マース,QUO等,1000,32,0.3,600,,注意喚起:注意喚起 / max逆日歩:6.0,2027-03
False,,6420,ガリレイホールディングス,【100株】クオカード 3000円相当【注：継続保有制限】,2850,35.0,0.81,,,max逆日歩:8.0,2027-03
False,,6424,高見沢サイバネティックス,【100株】クオカード1000円相当,950,9.0,1.07,,,,2027-03
False,,6433,ヒーハイスト,"【1000株】【2027より保有制限】デジタルギフト5,000円分",4750,132.0,0.36,,,,2027-03
False,,6458,新晃工業,【300株】図書カード 1000円相当【注：継続保有制限】,970,38.0,0.26,,,max逆日歩:5.0,2027-03
False,,6463,ＴＰＲ,おこめ券,1320,24,0.5,100,,max逆日歩:5.0,2027-03
False,,6484,ＫＶＫ,【500株】入浴用品3000円相当など,1200,114.0,0.11,,,,2027-03
False,,6485,前澤給装工業,【200株】選べるe-GIFT 3000円相当【注：継続保有制限】,2910,33.0,0.88,,,max逆日歩:5.0,2027-03
False,,6490,ＰＩＬＬＡＲ,QUO,1500,77,0.2,1600,,max逆日歩:0.0,2027-03
False,,6493,ＮＩＴＴＡＮ,【500株】【2026保有制限なし】クオカード1000円相当,950,25.0,0.38,,,,2027-03
False,,6517,デンヨー,おこめ券,880,36,0.2,1700,,max逆日歩:4.0,2027-03
False,,6545,インターネットインフィニティー,【100株】	クオカード2000円相当,1900,8.0,2.38,,,max逆日歩:13.0,2027-03
False,,6549,ディーエムソリューションズ,【400株】デジタルギフト3000円相当【注：継続保有制限】,2910,44.0,0.65,,,,2027-03
False,,6562,ジーニー,【1000株】プレミアム優待クラブ25000ポイント,15000,101.0,1.48,,,注意喚起:注意喚起 / max逆日歩:0.0,2027-03
False,,6569,日総工産,【1000株】プレミアム優待クラブ 20000ポイント,12000,,0.0,,,max逆日歩:6,2027-03
False,,6570,共和コーポレーション,【100株】ギフトカード1000円相当【注：継続保有制限】,150,34.0,0.04,,,注意喚起:注意喚起 / max逆日歩:8,2027-03
False,,6580,ライトアップ,【100株】J システム２０万円割引など,,9.0,0.0,,,注意喚起:申込停止,2027-03
False,,6586,マキタ,【100株】クオカード1000円相当【注：継続保有制限】,950,54.0,0.18,,,max逆日歩:0.0,2027-03
False,,6594,ニデック,【1株】オルゴール記念館無料券など,10,0.0,0.37,,,,2027-03
False,,6623,愛知電機,【100株】カタログギフト3000円相当,1800,,0.0,,,注意喚起:申込停止,2027-03
False,,6655,東洋電機,【100株】クオカード1000円相当,950,,0.0,,,,2027-03
False,,6675,サクサ,【200株】【2027変更】プレミアム優待クラブ3000ポイント,1800,44.0,0.41,,,max逆日歩:12.0,2027-03
False,,6676,バッファロー,【100株】デジタルギフト または バッファロー商品セレクション 5000円相当,4850,34.0,1.41,,,注意喚起:注意喚起 / max逆日歩:9.0,2027-03
False,,6706,電気興業,【100株】	カタログギフト2000円相当,1200,33.0,0.36,,,,2027-03
False,,6730,アクセル,【100株】クオカード 500円相当【注：継続保有制限】,475,12.0,0.4,,,,2027-03
False,,6737,EIZO,20%引,,21,0.0,0,,max逆日歩:4.0,2027-03
False,,6758,ソニー,クーポン,1500,32,0.4,600,,,2027-03
False,,6788,日本トリム,割引券,1000,45,0.2,0,,max逆日歩:20.0,2027-03
False,,6803,ティアック,【100株】20％割引クーポン,,1,0.0,,,,2027-03
False,,6819,伊豆シャボテンリゾート,【500株】伊豆シャボテン動物公園招待券2名分など（電子チケット）,2000,,0.0,,,,2027-03
False,,6820,アイコム,カタログ,3000,30,1.0,0,,max逆日歩:9.0,2027-03
False,,6823,リオン,ジェフＧ,500,28,0.2,800,,max逆日歩:0.0,2027-03
False,,6850,チノー,Ｐ倶楽部,2000,46,0.4,0,,max逆日歩:8.0,2027-03
False,,6862,ミナトホールディングス,【100株】プリンストンダイレクト20％割引クーポン,,45.0,0.0,,,,2027-03
False,,6904,原田工業,"【100株】クオカード1,000円分【注︰継続保有制限】",950,7.0,1.41,,,,2027-03
False,,6926,岡谷電機産業,【300株】お米券2kg 880円相当,800,6.0,1.4,,,max逆日歩:8,2027-03
False,,6941,山一電機,【1000株】クオカード2000円相当【注：継続保有制限】,1900,767,0.02,,,,2027-03
False,,6942,ソフィアホールディングス,【100株】キル フェ ボン チャージギフトカード3000円相当,3000,14.0,2.08,,,,2027-03
False,,6947,図研,QUO,1000,45,0.2,0,,max逆日歩:8.0,2027-03
False,,6967,新光電気工業,【300株】長野県・新潟県特産品3000円相当【注：継続保有制限】,1200,,0.0,,,,2027-03
False,,6971,京セラ,【100株】クオカード1000円【注：継続保有制限】,950,36.0,0.27,,,max逆日歩:1.0,2027-03
False,,6993,大黒屋ホールディングス,【1000株】自社店舗優待券3000円【注：継続保有制限】,3000,9.0,3.37,,,注意喚起:申込停止,2027-03
False,,7021,ニッチツ,【100株】クオカード1000円相当,950,24.0,0.4,,,,2027-03
False,,7022,サノヤスホールディングス,【1000株】抽選で当たる遊園地チケット ２枚,20,36.0,0.01,,,max逆日歩:0.0,2027-03
False,,7040,サン・ライフホールディング,【100株】施設利用券3000円相当など,700,,0.0,,,,2027-03
False,,7042,アクセスグループ・ホールディングス,【400株】プレミアム優待クラブ3000P,1800,27.0,0.67,,,,2027-03
False,,7075,ＱＬＳホールディングス,【500株】デジタルギフト6500円相当【注：継続保有制限】,6305,51.0,1.24,,,,2027-03
False,,7078,ＩＮＣＬＵＳＩＶＥ　Ｈｏｌｄｉｎｇｓ,【500株】下鴨茶寮 電子クーポン 10000円相当【注：継続保有制限】,10000,17.0,5.9,,,,2027-03
False,,7084,Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,"【300株】デジタルギフト7,500円分【注：継続保有制限】",7275,85.0,0.85,,,,2027-03
False,,7087,ウイルテック,【300株】kids smile QUOカード5000円相当【注：継続保有制限】,4750,43.0,1.11,,,注意喚起:注意喚起 / max逆日歩:20.0,2027-03
False,,7090,リグア,"【300株】デジタルギフト10,000円分【注：継続保有制限】",9700,29.0,3.34,,,,2027-03
False,,7096,ステムセル研究所,"【100株】デジタルギフト3,000円",2910,7.0,3.95,,,max逆日歩:0.0,2027-03
False,,7114,フーディソン,"【100株】sakana bacca商品券5,000円など【注：継続保有制限】",5000,8.0,6.2,,,,2027-03
False,,7122,近畿車輛,【500株】【抽選】工場見学会【注：継続保有制限】,,122.0,0.0,,,注意喚起:申込停止 / max逆日歩:0.0,2027-03
False,,7127,一家ホールディングス,【100株】食事優待券2500円相当（電子チケット）,1100,7.0,1.56,,,,2027-03
False,,7129,ミアヘルサホールディングス,【100株】クオカード1000円相当,950,12.0,0.8,,,,2027-03
False,,7130,ヤマエグループホールディングス,"【100株】ピザハットデジタルギフトカード3,000円分【注：継続保有制限】",3000,28.0,1.06,,,max逆日歩:6.0,2027-03
False,,7134,アップガレージグループ,"【100株】アップガレージ商品券3,000円券",3000,14.0,2.11,,,,2027-03
False,,7138,ＴＯＲＩＣＯ,"【100株】漫画全巻ドットコム1,000 ポイント",100,1.0,0.73,,,,2027-03
False,,7140,ペットゴー,"【100株】ペットゴーポイント5,000ポイント",5000,8.0,6.26,,,,2027-03
False,,7164,全国保証,QUO,3000,64,0.5,8200,,max逆日歩:26.0,2027-03
False,,7167,めぶきフィナンシャルグループ,【1000株】地元特産物の優待カタログ 2500円相当【注：継続保有制限】,1500,169.0,0.09,,,max逆日歩:0.0,2027-03
False,,7173,東京きらぼしフィナンシャルグループ,【100株】金利優遇など,,17.0,0.0,,,,2027-03
False,,7180,九州フィナンシャルグループ,"【1000株】【2026のみ】よかもーるポイント5,000円分【注：継続保有制限】",3000,162.0,0.18,,,,2027-03
False,,7182,ゆうちょ銀行,カタログ,3000,132,0.2,20000,,max逆日歩:7.0,2027-03
False,,7186,横浜フィナンシャルグループ,【500株】はまＰａｙタッチ2000円相当 もしくは 定期預金金利上乗せ【注：継続保有制限】,1600,95.0,0.17,,,,2027-03
False,,7187,ジェイリース,Ｐ倶楽部,5000,128,0.4,0,,,2027-03
False,,7191,イントラスト,【100株】クオカード 500円相当,475,12.0,0.39,,,max逆日歩:0.0,2027-03
False,,7198,ＳＢＩアルヒ,【100株】暗号資産ＸＲＰ 500円,400,8.0,0.48,,,注意喚起:申込停止 / max逆日歩:3.0,2027-03
False,,7201,日産自動車,【100株】株主様紹介特典制度,,3.0,0.0,,,max逆日歩:0.0,2027-03
False,,7203,トヨタ自動車,電子マネ,500,34,0.1,15000,,,2027-03
False,,7208,カネミツ,【100株】クオカード500円相当,475,,0.0,,,,2027-03
False,,7212,エフテック,【100株】クオカード 1000円相当【注：継続保有制限】,950,7.0,1.29,,,,2027-03
False,,7218,田中精密工業,【500株】富山県入善産コシヒカリ新米3kg,750,56.0,0.13,,,,2027-03
False,,7231,トピー工業,【100株】交通傷害保険,,32.0,0.0,,,max逆日歩:6.0,2027-03
False,,7235,東京ラヂエーター製造,【100株】クオカード500円相当,475,16.0,0.3,,,,2027-03
False,,7245,大同メタル,QUO,1000,46,0.2,20000,,,2027-03
False,,7264,ムロコーポレーション,【100株】クオカードもしくはAmazonギフト券 500円相当,475,14.0,0.35,,,,2027-03
False,,7266,今仙電機製作所,【300株】プレミアム優待クラブ1500ポイント【注：継続保有制限】,900,30.0,0.3,,,,2027-03
False,,7267,本田技研工業,【100株】【抽選】ホンダ太陽株式会社製作グッズ 及び カーシェア割引クーポンなど,900,17.0,0.53,,,max逆日歩:2.0,2027-03
