監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,7083,ＡＨＣグループ,"【300株】【2027より保有制限】デジタルギフト®10,000円分",9700,35.0,2.76,,,,2026-11
False,,7388,ＦＰパートナー,"【100株】【2027より保有制限】デジタルギフト3,000円相当",2910,24.0,1.23,,,注意喚起:注意喚起 / max逆日歩:125.0,2026-11
False,,7501,ティムコ,【100株】買物優待券（20%割引）,200,,0.0,,,,2026-11
False,,7725,インターアクション,【1000株】クオカード2000円相当【注：継続保有制限】,1900,178.0,0.11,,,max逆日歩:2.0,2026-11
False,,7921,ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ,【100株】プレミアム優待クラブ3000ポイント【注：継続保有制限】,1800,42.0,0.43,,,max逆日歩:3.0,2026-11
False,,7965,象印マホービン,【100株】優待割引券 1000円相当,1000,17,0.6,0,,max逆日歩:8,2026-11
False,,7997,くろがね工作所,【100株】クオカード1000円相当,950,11.0,0.88,,,,2026-11
False,,8095,アステナホールディングス,【500株】化粧品などから選択 3000円相当【注：継続保有制限】,1200,26.0,0.46,,,max逆日歩:2.0,2026-11
False,,8887,シーラホールディングス,【200株】1000利回りくんコイン,,7.0,0.0,,,max逆日歩:3.0,2026-11
False,,8923,トーセイ,【200株】クオカード 1000円相当【注：継続保有制限】,3000,34,0.9,100,,max逆日歩:10.0,2026-11
False,,9215,ＣａＳｙ,"【100株】CaSyギフト8,000円分",8000,10.0,8.06,,,,2026-11
False,,9369,キユーソー流通システム,【200株】グルメカード 1000円相当【注：継続保有制限】,970,59.0,0.16,,,max逆日歩:4.0,2026-11
False,,9720,ホテル、ニューグランド,【100株】ホテル利用券1000円相当など,300,,0.0,,,,2026-11
False,,9765,オオバ,【2500株】チョコレート菓子 1700円相当,850,298.0,0.03,,,max逆日歩:36,2026-11
False,,9872,北恵,【100株】クオカード 500円相当,500,9,0.6,,,max逆日歩:30,2026-11
